TransactionAmount,TransactionDate,TransactionType,Location,Channel,CustomerAge,CustomerOccupation,TransactionDuration,LoginAttempts,AccountBalance,PreviousTransactionDate,Age_Binned,Amount_Binned
671.73,1918.0,1.0,42.0,1.0,58.0,1.0,54.0,1.0,5211.88,340.0,0,2
255.04,2200.0,1.0,39.0,0.0,45.0,1.0,152.0,1.0,6217.86,314.0,0,0
45.77,261.0,1.0,30.0,2.0,25.0,3.0,109.0,1.0,5978.12,98.0,1,1
329.69,60.0,1.0,35.0,2.0,26.0,3.0,66.0,1.0,1671.66,206.0,1,2
362.04,1249.0,1.0,30.0,1.0,58.0,0.0,198.0,1.0,8421.88,144.0,0,2
11.92,1879.0,1.0,36.0,3.0,53.0,0.0,52.0,1.0,14611.9,298.0,0,1
47.42,2394.0,1.0,36.0,0.0,64.0,0.0,28.0,1.0,8253.52,153.0,2,1
35.99,130.0,1.0,24.0,1.0,63.0,2.0,129.0,1.0,4489.79,174.0,2,1
151.19,815.0,1.0,27.0,1.0,37.0,0.0,96.0,1.0,11903.82,292.0,1,3
242.62,1251.0,1.0,37.0,2.0,22.0,3.0,234.0,1.0,483.02,46.0,1,0
48.72,1828.0,1.0,41.0,1.0,21.0,3.0,17.0,1.0,816.08,64.0,1,1
43.46,1323.0,1.0,4.0,0.0,25.0,3.0,80.0,1.0,578.06,261.0,1,1
211.36,1325.0,1.0,29.0,2.0,25.0,3.0,126.0,1.0,477.3,358.0,1,3
443.79,1882.0,1.0,19.0,0.0,53.0,2.0,87.0,1.0,3133.85,292.0,0,2
365.14,2280.0,1.0,9.0,2.0,68.0,2.0,57.0,1.0,5894.09,62.0,2,2
211.36,817.0,1.0,20.0,0.0,22.0,3.0,37.0,1.0,9532.42,160.0,1,3
20.54,1541.0,1.0,13.0,1.0,51.0,1.0,72.0,1.0,5327.03,65.0,0,1
475.36,1829.0,1.0,31.0,0.0,34.0,1.0,105.0,1.0,2000.6,36.0,1,2
34.74,1163.0,1.0,37.0,0.0,56.0,2.0,24.0,1.0,6827.57,279.0,0,1
689.54,456.0,1.0,28.0,1.0,27.0,3.0,93.0,1.0,1633.76,150.0,1,2
211.18,1914.0,1.0,42.0,0.0,73.0,2.0,90.0,1.0,4069.17,326.0,2,3
211.36,2186.0,1.0,13.0,1.0,51.0,1.0,286.0,1.0,7943.47,286.0,0,3
211.36,1383.0,1.0,15.0,2.0,39.0,1.0,107.0,1.0,8842.47,303.0,1,3
61.43,1192.0,1.0,31.0,2.0,24.0,3.0,170.0,1.0,1882.77,115.0,1,1
167.44,1778.0,1.0,23.0,1.0,37.0,0.0,82.0,1.0,12526.71,265.0,1,3
361.46,659.0,1.0,26.0,2.0,21.0,3.0,83.0,1.0,4737.84,258.0,1,2
378.85,1106.0,1.0,41.0,1.0,78.0,2.0,126.0,1.0,2300.53,164.0,2,2
241.11,1105.0,1.0,8.0,1.0,30.0,0.0,55.0,1.0,12385.05,265.0,1,0
131.93,1689.0,1.0,13.0,1.0,31.0,1.0,13.0,1.0,4547.06,27.0,1,3
20.28,1313.0,1.0,28.0,2.0,36.0,1.0,213.0,1.0,2047.83,219.0,1,1
415.88,771.0,1.0,36.0,1.0,70.0,0.0,170.0,1.0,10008.33,98.0,2,2
49.99,262.0,1.0,29.0,0.0,62.0,2.0,112.5,1.0,2299.64,112.0,2,1
211.36,1812.0,1.0,10.0,2.0,27.0,3.0,153.0,1.0,243.92,257.0,1,3
100.66,2485.0,1.0,9.0,1.0,50.0,0.0,144.0,1.0,14473.33,330.0,0,3
485.54,2330.0,1.0,21.0,2.0,19.0,3.0,148.0,1.0,1533.32,285.0,1,2
321.15,268.0,1.0,20.0,1.0,46.0,0.0,179.0,1.0,7005.05,10.0,0,2
211.36,1176.0,1.0,38.0,1.0,21.0,3.0,51.0,1.0,955.4,189.0,1,3
12.23,1897.0,1.0,15.0,0.0,42.0,1.0,139.0,1.0,7844.88,66.0,0,1
350.94,2034.0,1.0,7.0,0.0,20.0,3.0,64.0,1.0,221.56,252.0,1,2
301.85,720.0,1.0,8.0,2.0,54.0,1.0,25.0,1.0,6586.19,222.0,0,0
29.34,480.0,1.0,21.0,2.0,65.0,2.0,30.0,1.0,3944.82,318.0,2,1
231.71,747.0,1.0,33.0,1.0,27.0,3.0,148.0,1.0,1127.98,39.0,1,0
179.43,1478.0,1.0,28.0,0.0,58.0,2.0,244.0,1.0,2626.63,217.0,0,3
36.71,188.0,1.0,17.0,1.0,48.0,0.0,55.0,1.0,6459.38,320.0,0,1
138.12,683.0,1.0,20.0,1.0,53.0,0.0,281.0,1.0,1649.69,299.0,0,3
233.24,711.0,1.0,21.0,0.0,33.0,1.0,72.0,1.0,6939.23,76.0,1,0
609.14,2198.0,1.0,40.0,0.0,39.0,1.0,177.0,1.0,9033.87,309.0,1,2
436.64,2442.0,1.0,20.0,1.0,31.0,0.0,111.0,1.0,14365.18,120.0,1,2
211.36,991.0,1.0,20.0,1.0,29.0,0.0,55.0,1.0,10115.18,89.0,1,3
354.4,2083.0,1.0,6.0,0.0,74.0,2.0,128.0,1.0,7358.65,217.0,2,2
22.63,342.0,1.0,18.0,2.0,53.0,1.0,112.0,1.0,4438.03,272.0,0,1
182.19,1115.0,1.0,23.0,1.0,26.0,3.0,53.0,1.0,1176.1,4.0,1,3
126.81,2032.0,1.0,30.0,1.0,26.0,1.0,290.0,1.0,5427.98,358.0,1,3
288.17,1671.0,1.0,41.0,2.0,37.0,1.0,50.0,1.0,3653.11,233.0,1,0
118.77,1835.0,1.0,1.0,1.0,55.0,1.0,123.0,1.0,2104.82,246.0,0,3
651.82,700.0,1.0,16.0,0.0,21.0,3.0,166.0,1.0,1802.77,39.0,1,2
66.65,1950.0,1.0,11.0,0.0,37.0,1.0,33.0,1.0,3559.96,276.0,1,1
98.53,97.0,1.0,10.0,1.0,69.0,2.0,166.0,1.0,3564.8,295.0,2,3
138.95,1001.0,1.0,42.0,2.0,71.0,2.0,30.0,1.0,6752.92,134.0,2,3
33.89,2108.0,1.0,26.0,1.0,26.0,3.0,177.0,1.0,1444.75,312.0,1,1
23.71,1723.0,1.0,1.0,1.0,58.0,0.0,164.0,1.0,10788.89,173.0,0,1
211.36,424.0,1.0,35.0,2.0,55.0,1.0,238.0,1.0,2235.7,335.0,0,3
26.06,2410.0,1.0,36.0,0.0,65.0,0.0,283.0,1.0,12893.63,336.0,2,1
17.07,788.0,1.0,20.0,1.0,27.0,1.0,44.0,1.0,2798.15,301.0,1,1
703.89,1772.0,1.0,35.0,2.0,46.0,1.0,62.0,1.0,3583.67,21.0,0,2
211.36,1582.0,1.0,15.0,0.0,47.0,1.0,155.0,1.0,2120.8,184.0,0,3
26.55,1757.0,1.0,15.0,0.0,77.0,2.0,228.0,1.0,3085.38,60.0,2,1
147.4,1053.0,1.0,38.0,1.0,42.0,1.0,259.0,1.0,6797.71,55.0,0,3
202.11,606.0,1.0,22.0,0.0,27.0,3.0,18.0,1.0,746.47,218.0,1,3
308.42,796.0,1.0,26.0,1.0,75.0,2.0,39.0,1.0,5427.81,11.0,2,0
11.18,397.0,1.0,24.0,0.0,53.0,1.0,144.0,1.0,7467.3,273.0,0,1
294.15,208.0,1.0,14.0,2.0,38.0,1.0,136.0,1.0,6362.16,57.0,1,0
29.58,2038.0,1.0,7.0,1.0,54.0,1.0,112.5,1.0,8345.26,277.0,0,1
139.45,1253.0,1.0,4.0,2.0,27.0,3.0,31.0,1.0,1305.76,225.0,1,3
432.63,1200.0,1.0,7.0,0.0,29.0,0.0,137.0,1.0,13648.36,241.0,1,2
131.43,206.0,1.0,5.0,2.0,43.0,0.0,65.0,1.0,1337.5,348.0,0,3
516.72,1884.0,1.0,23.0,0.0,42.0,1.0,128.0,1.0,2015.69,311.0,0,2
121.82,246.0,1.0,7.0,2.0,69.0,0.0,123.0,1.0,8354.54,104.0,2,3
374.5,1336.0,1.0,37.0,1.0,26.0,3.0,178.0,1.0,1671.51,134.0,1,2
166.13,1658.0,1.0,29.0,0.0,68.0,0.0,227.0,1.0,11822.53,344.0,2,3
626.9,1886.0,1.0,6.0,0.0,23.0,3.0,146.0,1.0,587.11,306.0,1,2
466.85,1291.0,1.0,2.0,1.0,56.0,2.0,165.0,1.0,5422.53,192.0,0,2
211.36,893.0,1.0,31.0,2.0,58.0,2.0,231.0,1.0,1913.73,199.0,0,3
211.36,567.0,1.0,28.0,2.0,37.0,0.0,59.0,1.0,12139.83,214.0,1,3
525.28,631.0,1.0,7.0,0.0,69.0,2.0,134.0,1.0,4693.6,196.0,2,2
110.17,1662.0,1.0,33.0,0.0,30.0,1.0,137.0,1.0,464.2,347.0,1,3
632.69,1694.0,1.0,10.0,0.0,80.0,2.0,76.0,1.0,4363.74,183.0,2,2
124.35,2328.0,1.0,28.0,0.0,72.0,2.0,90.0,1.0,3319.76,311.0,2,3
43.85,497.0,1.0,14.0,0.0,62.0,2.0,122.0,1.0,4356.98,55.0,2,1
283.81,479.0,1.0,36.0,1.0,28.0,3.0,29.0,1.0,1519.35,262.0,1,0
168.53,1087.0,1.0,37.0,0.0,71.0,2.0,112.0,1.0,5962.58,345.0,2,3
218.59,2232.0,1.0,10.0,1.0,40.0,1.0,123.0,1.0,6699.23,49.0,1,0
132.84,1528.0,1.0,28.0,0.0,21.0,3.0,143.0,1.0,822.73,137.0,1,3
157.37,2142.0,1.0,9.0,1.0,42.0,0.0,289.0,1.0,13964.31,247.0,0,3
144.77,1290.0,1.0,0.0,2.0,20.0,3.0,159.0,1.0,867.32,270.0,1,3
643.22,804.0,1.0,1.0,0.0,64.0,0.0,93.0,1.0,1035.86,83.0,2,2
211.36,2176.0,1.0,12.0,1.0,41.0,0.0,297.0,1.0,13347.69,172.0,0,3
208.07,1254.0,1.0,28.0,2.0,32.0,0.0,36.0,1.0,8478.9,319.0,1,3
94.3,2443.0,1.0,31.0,1.0,57.0,0.0,57.0,1.0,11088.95,111.0,0,3
295.5,2207.0,1.0,23.0,0.0,59.0,2.0,36.0,1.0,6280.66,45.0,0,0
30.23,2085.0,1.0,2.0,0.0,44.0,0.0,99.0,1.0,481.13,342.0,0,1
112.05,2485.0,1.0,31.0,0.0,26.0,3.0,159.0,1.0,1122.88,128.0,1,3
180.24,1207.0,1.0,31.0,1.0,58.0,1.0,144.0,1.0,8431.23,174.0,0,3
13.71,985.0,1.0,10.0,2.0,38.0,1.0,148.0,1.0,8342.79,293.0,1,1
96.54,506.0,1.0,27.0,1.0,58.0,2.0,95.0,1.0,7182.22,248.0,0,3
79.35,2485.0,1.0,20.0,2.0,67.0,2.0,70.0,1.0,1692.15,205.0,2,1
101.04,1261.0,1.0,35.0,0.0,27.0,3.0,160.0,1.0,1695.57,20.0,1,3
74.42,2204.0,1.0,12.0,2.0,49.0,1.0,68.0,1.0,6264.21,299.0,0,1
39.66,896.0,1.0,41.0,1.0,52.0,1.0,169.0,1.0,8497.34,57.0,0,1
99.36,843.0,1.0,39.0,0.0,40.0,0.0,46.0,1.0,1272.12,172.0,1,3
123.85,1573.0,1.0,19.0,2.0,56.0,1.0,244.0,1.0,3959.62,13.0,0,3
426.93,2431.0,1.0,29.0,0.0,19.0,3.0,248.0,1.0,476.19,169.0,1,2
133.73,886.0,1.0,38.0,2.0,25.0,3.0,123.0,1.0,1872.22,179.0,1,3
222.39,1552.0,1.0,41.0,2.0,49.0,1.0,73.0,1.0,3117.39,268.0,0,0
215.94,1006.0,1.0,41.0,2.0,22.0,3.0,140.0,1.0,1841.69,261.0,1,0
6.3,2368.0,1.0,8.0,1.0,80.0,2.0,283.0,1.0,7697.68,349.0,2,1
211.36,987.0,1.0,7.0,0.0,29.0,0.0,209.0,1.0,7580.59,360.0,1,3
211.36,1893.0,1.0,8.0,2.0,35.0,1.0,67.0,1.0,7936.91,147.0,1,3
131.46,868.0,1.0,5.0,1.0,67.0,2.0,258.0,1.0,6642.33,306.0,2,3
202.86,929.0,1.0,22.0,1.0,61.0,0.0,149.0,1.0,7642.25,151.0,2,3
268.39,1171.0,1.0,24.0,0.0,26.0,3.0,171.0,1.0,136.74,17.0,1,0
194.85,1697.0,1.0,17.0,2.0,23.0,3.0,130.0,1.0,319.84,98.0,1,3
137.35,604.0,1.0,34.0,3.0,40.0,0.0,220.0,1.0,12662.66,240.0,1,3
211.36,2485.0,1.0,30.0,1.0,44.0,0.0,25.0,1.0,8126.06,209.0,0,3
353.82,675.0,1.0,25.0,0.0,42.0,0.0,143.0,1.0,705.75,17.0,0,2
507.25,2035.0,1.0,42.0,1.0,45.0,2.0,143.0,1.0,5331.57,286.0,0,2
212.74,2369.0,1.0,39.0,1.0,27.0,1.0,128.0,1.0,7645.47,360.0,1,0
364.42,1888.0,1.0,7.0,0.0,51.0,1.0,146.0,1.0,8119.73,173.0,0,2
195.12,1349.0,1.0,21.0,0.0,46.0,0.0,144.0,1.0,6101.15,256.0,0,3
230.61,1629.0,1.0,33.0,1.0,80.0,2.0,204.0,1.0,2561.42,203.0,2,0
211.36,1117.0,1.0,40.0,1.0,58.0,0.0,47.0,1.0,11905.64,289.0,0,3
390.35,1808.0,1.0,29.0,0.0,64.0,0.0,61.0,1.0,7095.88,218.0,2,2
242.03,493.0,1.0,9.0,2.0,58.0,1.0,124.0,1.0,4382.73,49.0,0,0
242.39,2169.0,1.0,35.0,0.0,18.0,3.0,271.0,1.0,1328.73,25.0,3,0
135.03,381.0,1.0,37.0,0.0,23.0,3.0,180.0,1.0,1278.0,115.0,1,3
83.5,884.0,1.0,9.0,1.0,61.0,4.0,91.0,1.0,1749.79,59.0,2,3
193.54,2003.0,1.0,28.0,1.0,80.0,2.0,267.0,1.0,2929.51,123.0,2,3
617.36,2191.0,1.0,18.0,3.0,29.0,1.0,61.0,1.0,8926.38,180.0,1,2
211.36,1428.0,1.0,0.0,2.0,59.0,0.0,38.0,1.0,5977.59,38.0,0,3
266.57,1806.0,1.0,12.0,0.0,72.0,2.0,100.0,1.0,7676.92,174.0,2,0
153.4,615.0,1.0,23.0,0.0,45.0,1.0,144.0,1.0,4657.7,105.0,0,3
211.36,2347.0,1.0,5.0,1.0,53.0,2.0,251.0,1.0,5579.11,48.0,0,3
5.12,1910.0,1.0,27.0,1.0,34.0,1.0,90.0,1.0,3293.01,248.0,1,1
119.11,1196.0,1.0,11.0,0.0,57.0,1.0,131.0,1.0,7998.25,205.0,0,3
211.36,580.0,1.0,7.0,2.0,24.0,3.0,147.0,1.0,1093.89,304.0,1,3
119.72,220.0,1.0,40.0,1.0,30.0,1.0,123.0,1.0,3435.34,237.0,1,3
107.4,1144.0,1.0,41.0,2.0,58.0,0.0,32.0,1.0,344.07,100.0,0,3
115.92,122.0,1.0,33.0,0.0,53.0,2.0,57.0,1.0,3897.17,159.0,0,3
438.04,1562.0,1.0,30.0,0.0,67.0,2.0,247.0,1.0,5358.95,10.0,2,2
677.29,792.0,1.0,15.0,2.0,27.0,1.0,287.0,1.0,627.79,53.0,1,2
296.0,866.0,1.0,19.0,1.0,35.0,0.0,248.0,1.0,7418.82,31.0,1,0
299.09,95.0,1.0,4.0,1.0,36.0,1.0,84.0,1.0,5615.26,98.0,1,0
461.52,869.0,1.0,10.0,1.0,24.0,3.0,44.0,1.0,1995.18,150.0,1,2
100.52,191.0,1.0,19.0,0.0,50.0,1.0,110.0,1.0,453.39,304.0,0,3
85.35,1224.0,1.0,42.0,0.0,66.0,2.0,166.0,1.0,2173.76,2.0,2,3
79.76,225.0,1.0,33.0,1.0,39.0,1.0,170.0,1.0,6452.14,191.0,1,1
211.36,1206.0,1.0,29.0,2.0,75.0,2.0,107.0,1.0,7713.67,178.0,2,3
386.38,158.0,1.0,31.0,2.0,42.0,1.0,135.0,1.0,5528.36,223.0,0,2
165.25,2212.0,1.0,34.0,2.0,35.0,0.0,106.0,1.0,9939.94,311.0,1,3
14.29,411.0,1.0,20.0,0.0,34.0,1.0,150.0,1.0,7016.99,149.0,1,1
232.79,1758.0,1.0,16.0,1.0,55.0,2.0,145.0,1.0,2661.3,316.0,0,0
211.36,2131.0,1.0,2.0,1.0,60.0,1.0,159.0,1.0,9410.17,321.0,0,3
92.29,304.0,1.0,0.0,1.0,54.0,1.0,115.0,1.0,2026.32,301.0,0,3
293.97,2128.0,1.0,31.0,1.0,68.0,2.0,153.0,1.0,7371.85,154.0,2,0
136.32,1896.0,1.0,24.0,2.0,19.0,3.0,113.0,1.0,264.83,181.0,1,3
251.06,2313.0,1.0,7.0,2.0,36.0,0.0,34.0,1.0,10001.66,230.0,1,0
50.17,1734.0,1.0,34.0,0.0,77.0,2.0,35.0,1.0,7752.14,275.0,2,1
21.4,2447.0,1.0,14.0,1.0,34.0,1.0,258.0,1.0,9594.11,316.0,1,1
73.28,486.0,1.0,4.0,1.0,21.0,3.0,21.0,1.0,1329.41,273.0,1,1
70.23,1702.0,1.0,22.0,0.0,38.0,0.0,260.0,1.0,11624.93,53.0,1,1
689.29,44.0,1.0,12.0,0.0,22.0,3.0,100.0,1.0,168.84,86.0,1,2
211.36,1408.0,1.0,13.0,2.0,28.0,3.0,231.0,1.0,160.57,172.0,1,3
54.61,2282.0,1.0,25.0,0.0,58.0,1.0,160.0,1.0,7135.64,56.0,0,1
54.05,761.0,1.0,21.0,1.0,27.0,3.0,146.0,1.0,469.14,310.0,1,1
107.47,687.0,1.0,2.0,2.0,67.0,2.0,144.0,1.0,7517.5,345.0,2,3
611.11,1963.0,1.0,11.0,0.0,20.0,3.0,282.0,1.0,919.84,288.0,1,2
219.63,2107.0,1.0,5.0,0.0,48.0,0.0,44.0,1.0,8013.63,66.0,0,0
188.7,263.0,1.0,27.0,1.0,45.0,2.0,123.0,1.0,5077.06,216.0,0,3
93.52,1496.0,1.0,30.0,2.0,51.0,1.0,97.0,1.0,2791.2,101.0,0,3
275.92,1742.0,1.0,26.0,1.0,62.0,2.0,107.0,1.0,1777.38,76.0,2,0
376.79,194.0,1.0,25.0,1.0,68.0,2.0,265.0,1.0,7749.14,141.0,2,2
8.98,1525.0,1.0,11.0,2.0,66.0,4.0,56.0,1.0,4516.76,269.0,2,1
697.32,857.0,1.0,1.0,2.0,68.0,2.0,91.0,1.0,2016.02,294.0,2,2
17.45,1704.0,1.0,29.0,0.0,18.0,3.0,88.0,1.0,1959.52,196.0,3,1
302.16,1960.0,1.0,18.0,2.0,80.0,2.0,138.0,1.0,3876.61,75.0,2,0
442.74,1938.0,1.0,36.0,1.0,23.0,3.0,136.0,1.0,1790.27,202.0,1,2
623.9,1448.0,1.0,38.0,0.0,27.0,3.0,249.0,1.0,711.47,232.0,1,2
445.41,2165.0,1.0,14.0,0.0,35.0,0.0,235.0,1.0,12154.66,105.0,1,2
63.41,2214.0,1.0,13.0,0.0,26.0,3.0,36.0,1.0,1546.22,52.0,1,1
346.85,2068.0,1.0,18.0,0.0,44.0,0.0,88.0,1.0,7208.15,242.0,0,2
71.95,276.0,1.0,43.0,2.0,59.0,1.0,53.0,1.0,9267.32,0.0,0,1
7.5,318.0,1.0,9.0,2.0,63.0,2.0,36.0,1.0,6485.78,304.0,2,1
206.46,2243.0,1.0,41.0,0.0,65.0,2.0,279.0,1.0,3984.38,21.0,2,3
423.11,1353.0,1.0,8.0,0.0,60.0,1.0,47.0,1.0,412.78,274.0,0,2
35.84,596.0,1.0,7.0,2.0,54.0,2.0,172.0,1.0,4795.65,273.0,0,1
88.6,301.0,1.0,33.0,1.0,28.0,3.0,105.0,1.0,246.57,144.0,1,3
211.36,1644.0,1.0,28.0,0.0,18.0,3.0,168.0,1.0,1058.13,296.0,3,3
53.81,1930.0,1.0,33.0,0.0,55.0,1.0,37.0,1.0,4737.84,341.0,0,1
22.46,891.0,1.0,27.0,2.0,54.0,2.0,78.0,1.0,6631.5,83.0,0,1
334.89,1318.0,1.0,13.0,2.0,21.0,3.0,260.0,1.0,1661.68,141.0,1,2
319.27,1315.0,1.0,29.0,2.0,54.0,2.0,59.0,1.0,5504.01,12.0,0,2
144.3,2334.0,1.0,28.0,0.0,18.0,3.0,88.0,1.0,312.19,255.0,3,3
348.7,799.0,1.0,14.0,1.0,69.0,2.0,149.0,1.0,2445.58,35.0,2,2
366.21,87.0,1.0,28.0,0.0,62.0,0.0,181.0,1.0,10862.99,312.0,2,2
99.11,785.0,1.0,30.0,2.0,55.0,2.0,12.0,1.0,5414.87,192.0,0,3
539.35,931.0,1.0,25.0,0.0,55.0,2.0,127.0,1.0,3919.44,325.0,0,2
188.99,1046.0,1.0,28.0,1.0,58.0,1.0,92.0,1.0,7315.34,69.0,0,3
211.36,103.0,1.0,26.0,0.0,46.0,1.0,58.0,1.0,3740.73,311.0,0,3
211.36,470.0,1.0,12.0,0.0,26.0,3.0,227.0,1.0,465.63,356.0,1,3
308.68,404.0,1.0,25.0,2.0,53.0,0.0,170.0,1.0,9992.36,233.0,0,0
166.68,593.0,1.0,23.0,0.0,57.0,2.0,139.0,1.0,5141.19,355.0,0,3
0.99,1705.0,1.0,20.0,0.0,45.0,1.0,133.0,1.0,4317.85,169.0,0,1
505.19,515.0,1.0,18.0,0.0,30.0,0.0,128.0,1.0,5326.68,236.0,1,2
66.58,2294.0,1.0,33.0,1.0,23.0,3.0,79.0,1.0,1636.32,145.0,1,1
223.43,252.0,1.0,9.0,1.0,77.0,2.0,178.0,1.0,7932.41,195.0,2,0
659.95,1755.0,1.0,11.0,2.0,60.0,1.0,114.0,1.0,3927.69,3.0,0,2
634.86,1458.0,1.0,6.0,0.0,27.0,3.0,45.0,1.0,588.5,97.0,1,2
286.5,1990.0,1.0,4.0,1.0,30.0,1.0,60.0,1.0,8517.95,174.0,1,0
322.96,2225.0,1.0,30.0,1.0,76.0,2.0,168.0,1.0,2401.59,300.0,2,2
654.48,1425.0,1.0,8.0,1.0,19.0,3.0,114.0,1.0,6776.41,234.0,1,2
157.97,1133.0,1.0,30.0,1.0,48.0,0.0,140.0,1.0,5529.92,223.0,0,3
120.9,1269.0,1.0,40.0,1.0,40.0,0.0,52.0,1.0,9009.42,116.0,1,3
254.77,123.0,1.0,10.0,1.0,57.0,1.0,57.0,1.0,5994.87,44.0,0,0
211.36,1821.0,1.0,33.0,2.0,65.0,2.0,119.0,1.0,5468.58,123.0,2,3
149.25,664.0,1.0,29.0,0.0,39.0,1.0,142.0,1.0,5677.52,78.0,1,3
3.42,1779.0,1.0,35.0,3.0,43.0,0.0,158.0,1.0,14180.21,145.0,0,1
68.19,513.0,1.0,14.0,2.0,40.0,0.0,189.0,1.0,9895.1,87.0,1,1
493.42,1092.0,1.0,3.0,1.0,39.0,1.0,111.0,1.0,2232.84,218.0,1,2
37.57,769.0,1.0,12.0,0.0,57.0,2.0,42.0,1.0,7739.54,178.0,0,1
127.0,1718.0,1.0,26.0,1.0,19.0,3.0,68.0,1.0,431.16,229.0,1,3
96.89,530.0,1.0,43.0,0.0,59.0,4.0,53.0,1.0,6044.93,282.0,0,3
448.33,778.0,1.0,1.0,0.0,25.0,3.0,161.0,1.0,922.19,201.0,1,2
211.36,1740.0,1.0,36.0,0.0,51.0,1.0,55.0,1.0,447.53,311.0,0,3
8.65,1015.0,1.0,19.0,2.0,48.0,0.0,273.0,1.0,10778.35,160.0,0,1
65.57,651.0,1.0,24.0,2.0,41.0,1.0,82.0,1.0,4737.84,3.0,0,1
539.81,350.0,1.0,37.0,2.0,46.0,1.0,177.0,1.0,2051.25,162.0,0,2
363.53,126.0,1.0,18.0,0.0,63.0,2.0,142.0,1.0,1038.91,273.0,2,2
64.9,299.0,1.0,11.0,1.0,51.0,2.0,72.0,1.0,6854.61,235.0,0,1
358.18,665.0,1.0,4.0,0.0,18.0,3.0,157.0,1.0,619.86,95.0,3,2
167.2,128.0,1.0,35.0,1.0,30.0,0.0,84.0,1.0,11320.83,29.0,1,3
121.91,1173.0,1.0,6.0,1.0,60.0,0.0,133.0,1.0,14510.8,156.0,0,3
137.57,2348.0,1.0,21.0,2.0,54.0,1.0,70.0,1.0,5103.67,298.0,0,3
534.62,2307.0,1.0,28.0,2.0,55.0,0.0,45.0,1.0,13793.53,12.0,0,2
463.92,501.0,1.0,23.0,2.0,50.0,1.0,199.0,1.0,2403.39,171.0,0,2
320.14,202.0,1.0,25.0,2.0,60.0,2.0,96.0,1.0,3075.97,77.0,0,2
214.93,874.0,1.0,0.0,2.0,28.0,3.0,52.0,1.0,7835.4,148.0,1,0
660.02,1902.0,1.0,26.0,1.0,20.0,3.0,84.0,1.0,414.43,132.0,1,2
345.81,1158.0,1.0,33.0,1.0,40.0,1.0,135.0,1.0,6116.8,350.0,1,2
143.54,1913.0,1.0,30.0,0.0,71.0,2.0,80.0,1.0,6067.62,119.0,2,3
42.55,617.0,1.0,39.0,1.0,53.0,1.0,29.0,1.0,7341.43,249.0,0,1
211.36,115.0,1.0,29.0,2.0,21.0,3.0,128.0,1.0,1240.71,76.0,1,3
541.79,1473.0,1.0,23.0,0.0,22.0,3.0,125.0,1.0,1454.08,305.0,1,2
40.57,285.0,1.0,8.0,1.0,26.0,3.0,63.0,1.0,1476.91,14.0,1,1
120.24,1583.0,1.0,25.0,1.0,18.0,3.0,131.0,1.0,1943.13,117.0,3,3
498.67,2305.0,1.0,24.0,2.0,28.0,3.0,244.0,1.0,1719.97,121.0,1,2
227.22,594.0,1.0,12.0,0.0,53.0,0.0,220.0,1.0,832.82,332.0,0,0
211.36,2337.0,1.0,40.0,2.0,30.0,1.0,34.0,1.0,7696.16,155.0,1,3
56.94,2343.0,1.0,5.0,2.0,76.0,4.0,74.0,1.0,7004.63,79.0,2,1
629.82,1288.0,1.0,7.0,3.0,68.0,2.0,159.0,1.0,6385.69,335.0,2,2
59.44,1083.0,1.0,6.0,2.0,35.0,1.0,176.0,1.0,5472.03,11.0,1,1
186.69,2465.0,1.0,27.0,1.0,30.0,1.0,54.0,1.0,8602.22,109.0,1,3
230.46,764.0,1.0,23.0,2.0,19.0,3.0,179.0,1.0,162.53,147.0,1,0
65.09,421.0,1.0,39.0,2.0,44.0,1.0,159.0,1.0,9370.9,198.0,0,1
457.09,956.0,1.0,26.0,2.0,55.0,1.0,63.0,1.0,8570.82,142.0,0,2
552.02,2266.0,1.0,6.0,0.0,44.0,1.0,100.0,1.0,522.08,182.0,0,2
377.12,1491.0,1.0,15.0,0.0,34.0,1.0,61.0,1.0,836.67,316.0,1,2
204.56,1691.0,1.0,36.0,1.0,18.0,3.0,179.0,1.0,364.72,243.0,3,3
420.28,894.0,1.0,42.0,1.0,35.0,0.0,144.0,1.0,8557.32,158.0,1,2
97.09,677.0,1.0,13.0,0.0,24.0,3.0,202.0,1.0,1579.57,10.0,1,3
124.59,823.0,1.0,5.0,1.0,27.0,3.0,171.0,1.0,129.29,178.0,1,3
73.88,6.0,1.0,5.0,2.0,39.0,0.0,34.0,1.0,6474.41,166.0,1,1
77.43,129.0,1.0,33.0,2.0,21.0,3.0,169.0,1.0,4737.84,10.0,1,1
106.16,698.0,1.0,31.0,0.0,56.0,0.0,277.0,1.0,7487.79,148.0,0,3
245.93,1028.0,1.0,14.0,1.0,54.0,1.0,172.0,1.0,7986.63,334.0,0,0
622.41,2346.0,1.0,16.0,0.0,64.0,0.0,125.0,1.0,7322.01,85.0,2,2
43.73,633.0,1.0,29.0,0.0,34.0,0.0,145.0,1.0,9929.43,250.0,1,1
211.36,873.0,1.0,2.0,1.0,19.0,3.0,68.0,1.0,1830.98,69.0,1,3
2.03,2472.0,1.0,11.0,0.0,33.0,1.0,28.0,1.0,3012.31,147.0,1,1
211.36,1228.0,1.0,17.0,2.0,31.0,0.0,137.0,1.0,7198.8,158.0,1,3
260.31,414.0,1.0,2.0,1.0,63.0,0.0,113.0,1.0,10980.38,339.0,2,0
356.1,2008.0,1.0,13.0,1.0,26.0,3.0,187.0,1.0,868.35,278.0,1,2
